╢m┬эел░╧,ецйЎ╝╨к║,дgжa░╧мqжь╕mй╬л╪кл░╧к∙╡P,дgжa▓╛┬р┴`н▒┐nендшд╜д╪,│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬╜sйw,ецйЎж~ды,ецйЎ╡з┤╔╝╞,▓╛┬р╝hж╕,┴`╝╙╝h╝╞,л╪кллм║A,еDнnе╬│~,еDнnл╪зў,л╪┐vз╣жиж~ды,л╪кл▓╛┬р┴`н▒┐nендшд╜д╪,л╪кл▓{кpоцз╜-й╨,л╪кл▓{кpоцз╜-╞U,л╪кл▓{кpоцз╜-╜├,л╪кл▓{кpоцз╜-╣j╢б,ж│╡L║▐▓z▓╒┬┤,┴`╗∙д╕,│ц╗∙иCендшд╜д╪,иожь├■зO,иожь▓╛┬р┴`н▒┐nендшд╜д╪,иожь┴`╗∙д╕
─кж╦╢m,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐д─кж╦╢mдj┐│д@╡є101~150╕╣,36.14,жэ,,,10211,дgжa1л╪кл1иожь1,д@╝h,012,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1020127,199.18,0,0,0,╡L,ж│,23000000,115473,йY╣Dенн▒,0.0,0
дj╢щ╢m,дgжa,иF▒[мqйY░Їдpмq251~300жa╕╣,1361.0,,д@пы╣A╖~░╧,╣Aкке╬жa,10211,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,39934000,29342,,0.0,0
─кж╦╢m,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐д─кж╦╢mжNкL╕Ї151~200╕╣,13.37,░╙,,,10211,дgжa1л╪кл1иожь1,е|╝h,013,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0920619,150.95,3,2,2,ж│,ж│,10200000,67572,йY╣Dенн▒,0.0,0
дj╢щ╢m,дgжa,оHд▀мqоHд▀дpмq1001~1050жa╕╣,558.0,,пSйw╣A╖~░╧,╣Aкке╬жa,10206,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,15520000,27814,,0.0,0
дj╢щ╢m,дgжa,дjд√╕Yмqдjд√╕Yдpмq601~650жa╕╣,46.2,,пSйw╣A╖~░╧,╣Aкке╬жa,10211,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1340000,29004,,0.0,0
дj╢щ╢m,дgжa,иF▒[мqлснэдpмq851~900жa╕╣,568.0,,д@пы╣A╖~░╧,╣Aкке╬жa,10210,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,20790000,36602,,0.0,0
─кж╦╢m,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐д─кж╦╢m┐│║╓╡є151~200╕╣,77.64,жэ,,,10210,дgжa1л╪кл1иожь1,е■,005,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0930205,243.33,4,2,2,ж│,ж│,12000000,49316,д@╝╙енн▒,0.0,0
╖и▒Ўел,дgжa,╖и┤Ємq901~950жa╕╣,1004.0,,пSйw╣A╖~░╧,╣Aкке╬жa,10208,дgжa10л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5700000,5677,,0.0,0
╖и▒Ўел,й╨жa(дgжa+л╪кл),оч╢щ┐д╖и▒Ў┬эе|║√╕Ї201~250╕╣,98.82,жэ,,,10211,дgжa2л╪кл1иожь0,дT╝hбAе|╝hбAд@╝hбAдG╝h,004,й▒н▒(й▒╛Q),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0970918,260.15,4,3,3,ж│,╡L,18000000,69191,,0.0,0
╖sл╬╢m,дgжa,е█╜Uдlмqе█╜Uдlдpмq651~700жa╕╣,1780.0,,пSйw╣A╖~░╧,╣Aкке╬жa,10211,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,9690000,5444,,0.0,0
╖sл╬╢m,дgжa,╡f▒CБ╨мq551~600жa╕╣,3007.0,,пSйw╣A╖~░╧,╣Aкке╬жa,10210,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,17500000,5820,,0.0,0
╖sл╬╢m,дgжa,дUе╨д▀дlмqн√▓┬дpмq901~950жa╕╣,3214.0,,пSйw╣A╖~░╧,╣Aкке╬жa,10210,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,14580000,4536,,0.0,0
╖и▒Ўел,й╨жa(дgжa+л╪кл),оч╢щ┐д╖и▒Ў┬э╕╬жилn╕Ї201~250╕╣,68.0,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,10211,дgжa1л╪кл1иожь0,е■,003,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одg│y,0850822,188.66,3,2,3,ж│,╡L,5100000,27033,,0.0,0
╖и▒Ўел,й╨жa(дgжa+л╪кл),оч╢щ┐д╖и▒Ў┬эдTе┴кF╕Ї251~300╕╣,24.54,жэ,,,10211,дgжa1л╪кл1иожь0,дT╝h,005,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0860512,89.62,3,2,2,ж│,ж│,2000000,22316,,0.0,0
╖sл╬╢m,дgжa,▓┬дl┤фмqоHдl│╗дpмq301~350жa╕╣,1038.0,,пSйw╣A╖~░╧,╣Aкке╬жa,10211,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4080000,3931,,0.0,0
╖sл╬╢m,дgжa,╡f▒CБ╨мq651~700жa╕╣,1139.0,,пSйw╣A╖~░╧,╣Aкке╬жa,10211,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5340000,4688,,0.0,0
╖и▒Ўел,л╪кл,оч╢щ┐д╖и▒Ў┬эз╓│t╕Їднмq825л╤17з╦1~50╕╣,0.0,,,,10211,дgжa0л╪кл1иожь0,е■,003,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0830509,185.89,4,2,3,ж│,╡L,4500000,24208,,0.0,0
╖и▒Ўел,й╨жa(дgжa+л╪кл),оч╢щ┐д╖и▒Ў┬экZ└ч╡є120л╤1~50╕╣,41.08,жэ,,,10211,дgжa2л╪кл1иожь0,е|╝h,005,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0850506,96.36,3,2,2,ж│,╡L,1500000,15567,,0.0,0
╖и▒Ўел,й╨жa(дgжa+л╪кл),оч╢щ┐д╖и▒Ў┬эиqд~╕Ї175л╤14з╦1~50╕╣,59.45,жэ,,,10211,дgжa1л╪кл1иожь0,е■,002,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0680417,89.26,3,2,1,ж│,╡L,1880000,21062,,0.0,0
╖и▒Ўел,дgжa,ео╖рмq851~900жa╕╣,3204.45,,дu╖~░╧,дB║╪л╪┐vе╬жa,10209,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,125000000,39008,,0.0,0
╖и▒Ўел,л╪кл,оч╢щ┐д╖и▒Ў┬э░кдsи╜5╛F░клC╕Ї1~50╕╣,0.0,,,,10209,дgжa0л╪кл1иожь0,д@╝hбAдG╝hбAдT╝hбAл╬│╗мЁеXкл,003,╝t┐ь,игифеL╡n░Oи╞╢╡,игифеL╡n░Oи╞╢╡,0880319,1727.5,1,1,1,ж│,╡L,10000000,5789,,0.0,0
╖и▒Ўел,й╨жa(дgжa+л╪кл),оч╢щ┐д╖и▒Ў┬э╕╬жи╕Ї192л╤1~50╕╣,132.0,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,10211,дgжa1л╪кл1иожь0,е■,002,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0711015,128.09,5,3,4,ж│,╡L,7800000,60895,,0.0,0
╖и▒Ўел,й╨жa(дgжa+л╪кл),оч╢щ┐д╖и▒Ў┬элCдsдн╡є1~50╕╣,8.89,жэ,,,10210,дgжa1л╪кл1иожь0,дQе|╝h,015,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840324,46.6,1,1,1,ж│,ж│,780000,16738,,0.0,0
╖sл╬╢m,дgжa,дjйYмqдjйYдpмq951~1000жa╕╣,3870.0,,пSйw╣A╖~░╧,╣Aкке╬жa,10208,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,26100000,6744,,0.0,0
╖sл╬╢m,дgжa,дUе╨д▀дlмqн√▓┬дpмq1451~1500жa╕╣,1690.0,,пSйw╣A╖~░╧,╣Aкке╬жa,10211,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,10991338,6504,,0.0,0
└s╝ц╢m,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐д└s╝ц╢mе┴ж│╕Ї201~250╕╣,16.06,ифеL,,,10210,дgжa1л╪кл1иожь1,дG╝hбAигифеL╡n░Oи╞╢╡,010,оMй╨(1й╨1╞U1╜├),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0950410,82.58,1,1,1,ж│,╡L,2760000,33422,йY╣Dенн▒,30.86,0
дj╖╦┬э,дgжa,д╢╣╪мq1001~1050жa╕╣,7.24,,╢mз°░╧,дA║╪л╪┐vе╬жa,10210,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,218000,30110,,0.0,0
└s╝ц╢m,й╨жa(дgжa+л╪кл),оч╢щ┐д└s╝ц╢mж╩ж~3╡є53л╤1~50╕╣,71.01,,╢mз°░╧,дA║╪л╪┐vе╬жa,10211,дgжa2л╪кл3иожь0,е■,004,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0860626,251.34,4,2,3,ж│,ж│,7000000,27850,,0.0,0
дj╖╦┬э,й╨жa(дgжa+л╪кл),оч╢щ┐ддj╖╦┬эоH│╗дн╡є51~100╕╣,93.29,жэ,,,10211,дgжa1л╪кл1иожь0,е■,004,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1011127,240.56,4,2,2,ж│,ж│,13000000,54041,,0.0,0
└s╝ц╢m,й╨жa(дgжa+л╪кл),оч╢щ┐д└s╝ц╢mдд┬╫╕Ї░кенмq123л╤101~150╕╣,93.2,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,10211,дgжa1л╪кл1иожь0,е■,003,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0840610,173.15,4,2,3,ж│,ж│,2810000,16229,,0.0,0
└s╝ц╢m,дgжa,дEоy╝dмq351~400жa╕╣,2668.73,,пSйw╣A╖~░╧,╣Aкке╬жa,10211,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,18560000,6955,,0.0,0
└s╝ц╢m,й╨жa(дgжa+л╪кл),оч╢щ┐д└s╝ц╢m░кнь╕Ї190л╤86з╦1~50╕╣,94.28,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,10210,дgжa2л╪кл1иожь0,е■,004,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0840524,167.99,4,2,2,ж│,╡L,3300000,19644,,0.0,0
дj╖╦┬э,дgжa,дT╝hмqдT╝hдpмq1551~1600жa╕╣,395.75,,н╖┤║░╧,дB║╪л╪┐vе╬жa,10211,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4390000,11093,,0.0,0
└s╝ц╢m,дgжa,й^╖Oмq651~700жa╕╣,96.1,,╢mз°░╧,дA║╪л╪┐vе╬жa,10211,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3380000,35172,,0.0,0
дj╖╦┬э,дgжa,кQ╛Ёмq751~800жa╕╣,26.03,ифеL,,,10211,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,82471,3168,,0.0,0
└s╝ц╢m,й╨жa(дgжa+л╪кл),оч╢щ┐д└s╝ц╢mж╩ж~╕Ї1~50╕╣,31.1,,╢mз°░╧,дA║╪л╪┐vе╬жa,10211,дgжa2л╪кл3иожь0,дG╝h,010,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0860130,98.2,3,2,2,ж│,ж│,2700000,27492,,0.0,0
└s╝ц╢m,дgжa,дWкLмq601~650жa╕╣,158.42,╣A,,,9808,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4073374,25712,,0.0,0
дj╖╦┬э,дgжa,е█д┘мqдWе█д┘дpмq1~50жa╕╣,228.0,дu,,,10209,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3448500,15125,,0.0,0
дj╖╦┬э,дgжa,е█д┘мqдWе█д┘дpмq1~50жa╕╣,1042.0,дu,,,10209,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,15760250,15125,,0.0,0
┤_┐│╢m,дgжa,дЇмyкFмq1~50жa╕╣,370.0,,дsйYжaлOи|░╧,╣Aкке╬жa,10210,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,279813,756,,0.0,0
дд├cел,й╨жa(дgжa+л╪кл),оч╢щ┐ддд├cелдддs╕ЇдGл╤101~150╕╣,19.0,жэ,,,10211,дgжa1л╪кл1иожь0,дн╝h,005,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,е[▒j┐j│y,0660912,32.01,4,2,1,ж│,╡L,1750000,54670,,0.0,0
дд├cел,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐ддд├cел║aжwдQдT╡є218л╤1~50╕╣,75.02,жэ,,,10211,дgжa1л╪кл1иожь1,е■,004,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0881013,260.8,5,3,3,ж│,ж│,13800000,52914,йY╣Dенн▒,0.0,0
дд├cел,й╨жa(дgжa+л╪кл),оч╢щ┐ддд├cел╣L└н╕ЇдGмq192л╤38з╦1~50╕╣,97.23,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,10210,дgжa3л╪кл2иожь0,е■,003,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0830131,156.23,4,2,3,ж│,╡L,6200000,39685,,0.0,0
дд├cел,дgжa,дs└нмq201~250жa╕╣,11484.7,,пSйw╣A╖~░╧,╣Aкке╬жa,10210,дgжa5л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,156120000,13594,,0.0,0
дд├cел,й╨жa(дgжa+л╪кл),оч╢щ┐ддд├cелд╕е═дT╡є115л╤1~50╕╣,22.2,жэ,,,10210,дgжa1л╪кл1иожь0,дC╝h,012,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0920729,101.21,0,0,0,╡L,ж│,5680000,56121,,0.0,0
дд├cел,й╨жa(дgжa+л╪кл),оч╢щ┐ддд├cелд╕д╞╕Ї251~300╕╣,6.97,жэ,,,10210,дgжa1л╪кл1иожь0,дQд@╝h,014,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0940301,51.489999999999995,1,1,1,ж│,ж│,4380000,85065,,0.0,0
дд├cел,й╨жa(дgжa+л╪кл),оч╢щ┐ддд├cел└ЇддкF╕ЇдGмq401~450╕╣,23.14,жэ,,,10210,дgжa1л╪кл1иожь0,дC╝h,007,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0821018,139.17,3,2,1,ж│,ж│,5000000,35927,,0.0,0
дд├cел,й╨жa(дgжa+л╪кл),оч╢щ┐ддд├cелд║нэи╜5╛Fд║нэдl1~50╕╣,322.25,жэ,,,10210,дgжa2л╪кл1иожь0,е■,002,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0840302,138.72,6,2,6,ж│,╡L,12000000,86505,,0.0,0
дд├cел,й╨жa(дgжa+л╪кл),оч╢щ┐ддд├cеле·й·и╜32╛Fе╒░и▓°101~150╕╣,93.0,жэ,,,10211,дgжa4л╪кл1иожь0,дG╝h,004,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,е[▒j┐j│y,0691206,128.25,5,1,2,ж│,╡L,4398400,34296,,0.0,0
дд├cел,дgжa,дsдUмq251~300жa╕╣,1750.0,,пSйw╣A╖~░╧,╣Aкке╬жa,10211,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,22233500,12705,,0.0,0
дд├cел,й╨жa(дgжa+л╪кл),оч╢щ┐ддд├cелк°╝╓╡є84л╤1~50╕╣,29.0,жэ,,,10211,дgжa2л╪кл1иожь0,е■,002,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0690814,36.72,4,2,3,ж│,╡L,2800000,76253,,0.0,0
дд├cел,й╨жa(дgжa+л╪кл),оч╢щ┐ддд├cелк°мKдн╕Ї1~50╕╣,12.42,жэ,,,10210,дgжa1л╪кл1иожь0,е|╝h,010,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0961001,65.53999999999999,2,1,1,ж│,ж│,3000000,45774,,0.0,0
╞[н╡╢m,дgжa,╛ЁкLдlмq╣L╖╦дlдpмq1~50жa╕╣,1112.0,ифеL,,,10211,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,7228000,6500,,0.0,0
дд├cел,й╨жa(дgжa+л╪кл),оч╢щ┐ддд├cелдым▄╕ЇдTмq262л╤51~100╕╣,1300.0,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,10210,дgжa1л╪кл1иожь0,д@╝hбAдG╝h,002,╝t┐ь,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0810320,964.6,0,0,0,╡L,╡L,56650000,,,0.0,0
дд├cел,й╨жa(дgжa+л╪кл),оч╢щ┐ддд├cел║aе┴╕Ї165л╤32з╦1~50╕╣,42.5,жэ,,,10210,дgжa4л╪кл1иожь0,дG╝h,004,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0690825,81.9,4,2,1,ж│,╡L,3360000,41026,,0.0,0
дд├cел,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐ддд├cел│░е·д@╡є1~50╕╣,27.99,жэ,,,10211,дgжa1л╪кл1иожь1,дK╝h,014,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),░ъе┴жэжv,┐√╡м▓V╛одg│y,0911114,190.2,3,2,2,ж│,ж│,6500000,34175,йY╣Dенн▒,0.0,0
дд├cел,дgжa,дjи╔мq401~450жa╕╣,910.99,,пSйw╣A╖~░╧,╣Aкке╬жa,10211,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3200000,3513,,0.0,0
дд├cел,дgжa,лCенмq201~250жa╕╣,190.01,ифеL,,,10211,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,22100000,116310,,0.0,0
дд├cел,й╨жa(дgжa+л╪кл),оч╢щ┐ддд├cел╕╣,65.34,жэ,,,10210,дgжa1л╪кл2иожь0,е|╝hбAл╬│╗мЁеXкл,004,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840125,125.02,12,0,12,ж│,╡L,4800000,38394,,0.0,0
дд├cел,иожь,оч╢щ┐ддд├cел╖O┤fдT╡є158л╤1~50╕╣,2.51,ифеL,,,10211,дgжa0л╪кл0иожь1,жaдUд@╝hбAжaдUдG╝h,015,ифеL,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0791127,37.69,0,0,0,ж│,ж│,1100000,,йY╣Dенн▒,37.68,1100000
дд├cел,й╨жa(дgжa+л╪кл),оч╢щ┐ддд├cелдпм№╖sз°101~150╕╣,96.0,жэ,,,10211,дgжa1л╪кл1иожь0,е■,001,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0630212,51.0,2,2,1,ж│,╡L,6300000,123529,,0.0,0
дд├cел,й╨жa(дgжa+л╪кл),оч╢щ┐ддд├cел┤╢й╛╕Ї211л╤1~50╕╣,278.0,дu,,,10209,дgжa2л╪кл1иожь0,е■,003,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0830308,460.94,4,3,3,ж│,╡L,25600000,55539,,0.0,0
дд├cел,й╨жa(дgжa+л╪кл),оч╢щ┐ддд├cел└sйг╕ЇдTмq636л╤1~50╕╣,87.98,жэ,,,10211,дgжa1л╪кл1иожь0,е■,002,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0651208,90.06,5,2,2,ж│,╡L,7100000,78836,,0.0,0
дд├cел,дgжa,д║├cмq1801~1850жa╕╣,1434.0,╣A,,,10211,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,32960000,22985,,0.0,0
дд├cел,й╨жa(дgжa+л╪кл),оч╢щ┐ддд├cелддй·╕Ї101~150╕╣,28.22,жэ,,,10210,дgжa1л╪кл1иожь0,дн╝h,005,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0720407,85.42,3,2,2,ж│,╡L,2800000,32779,,0.0,0
дд├cел,дgжa,дTоyл╬мq┬┬к└дpмq1~50жa╕╣,83.0,жэ,,,10211,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,6100000,73494,,0.0,0
дд├cел,дgжa,дsдUмq2851~2900жa╕╣,402.0,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,10211,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,10300000,25622,,0.0,0
дд├cел,й╨жa(дgжa+л╪кл),оч╢щ┐ддд├cелзd╗ёдT╡є1~50╕╣,32.46,жэ,,,10211,дgжa2л╪кл1иожь0,е|╝h,004,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0700213,82.71,4,0,4,ж│,╡L,2900000,35062,,0.0,0
╞[н╡╢m,дgжa,дTоyл╬мq╖s┐│дpмq651~700жa╕╣,157.0,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,10211,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2610000,16624,,0.0,0
дд├cел,й╨жa(дgжa+л╪кл),оч╢щ┐ддд├cелдде┐╕Ї1307л╤1~50╕╣,305.0,╣A,,,10210,дgжa1л╪кл1иожь0,д@╝hбAдG╝hбAдT╝h,003,╣Aк┘,╣Aк┘,┐√╡м▓V╛одg│y,0991201,149.5,4,3,5,ж│,╡L,22500000,,,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл),оч╢щ┐доч╢щелдTе┴╕Їд@мq1~50╕╣,16.99,жэ,,,10210,дgжa3л╪кл1иожь0,д@╝hбA├M╝╙,010,╡╪╖H(10╝hзtеHдUж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0710505,76.80999999999999,0,0,0,╡L,ж│,3500000,45567,,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл),оч╢щ┐доч╢щелдTе┴╕Їд@мq42л╤1~50╕╣,35.42,жэ,,,10210,дgжa3л╪кл1иожь0,д@╝h,010,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэ░╙е╬,┐√╡м▓V╛одg│y,0710505,166.63,4,2,1,ж│,ж│,2500000,15003,,0.0,0
└tдs╢m,й╨жa(дgжa+л╪кл),оч╢щ┐д└tдs╢m│╗┐│╕Ї37л╤27з╦1~50╕╣,23.67,жэ,,,10210,дgжa1л╪кл1иожь0,дн╝hбA╢зеx,005,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0690325,102.69,3,1,2,ж│,╡L,2750000,26780,,0.0,0
оч╢щел,дgжa,дp└╠╖╦мq1101~1150жa╕╣,137.0,жэ,,,10209,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,15300000,111679,,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐доч╢щел▓°╖q╕Їд@мq201~250╕╣,13.39,жэ,,,10211,дgжa1л╪кл1иожь1,дQе|╝h,016,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0880501,144.42000000000002,3,2,2,ж│,ж│,9000000,62318,йY╣Dенн▒,0.0,0
└tдs╢m,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐д└tдs╢mк°╣╪╕Ї501~550╕╣,36.27,жэ,,,10211,дgжa1л╪кл1иожь1,дн╝h,013,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√░й┐√╡м▓V╛одg│y,0940205,179.4,3,2,2,ж│,ж│,8400000,46823,йY╣Dенн▒,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐доч╢щелдj┬╫╕Ї1~50╕╣,18.19,дu,,,10211,дgжa2л╪кл1иожь1,дC╝h,007,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830305,101.61,3,2,2,ж│,ж│,5000000,49208,йY╣Dенн▒,0.0,0
└tдs╢m,й╨жa(дgжa+л╪кл),оч╢щ┐д└tдs╢mе┴жw╡є64л╤18з╦1~50╕╣,20.1,жэ,,,10210,дgжa3л╪кл1иожь0,дG╝h,005,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0730114,64.12,3,2,1,ж│,╡L,2100000,32751,,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐доч╢щел╕g░ъ╕Ї201~250╕╣,17.94,жэ,,,10211,дgжa1л╪кл2иожь1,дG╝h,013,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0920613,164.98000000000002,4,2,2,ж│,ж│,10800000,65459,йY╣Dенн▒,0.0,0
└tдs╢m,й╨жa(дgжa+л╪кл),оч╢щ┐д└tдs╢mкF╕U╣╪╕Ї1~50╕╣,30.32,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,10211,дgжa4л╪кл1иожь0,дK╝h,010,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0850430,107.46,3,2,2,ж│,ж│,4170000,38805,,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐доч╢щелдjдп╕Ї20л╤3з╦1~50╕╣,91.97,жэ,,,10211,дgжa2л╪кл1иожь1,е■,002,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0810601,201.88,5,2,4,ж│,ж│,11500000,56965,йY╣Dенн▒,50.34,0
оч╢щел,й╨жa(дgжa+л╪кл),оч╢щ┐доч╢щелдд║╓╡є51~100╕╣,57.0,жэ,,,10211,дgжa1л╪кл1иожь0,е■,003,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0571229,163.92,4,1,2,ж│,╡L,7500000,45754,,0.0,0
