¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¦è¥­¸ô780«Ñ51~100¸¹,77.07,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820119,141.85,4,2,3,¦³,µL,3580000,25238,,0.0,0
¥j§|¶m,¤g¦a,´Ñ½L­í¬q601~650¦a¸¹,8094.1,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,9794400,1210,,0.0,0
³Á¼d¶m,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤³Á¼d¶m«á¦w¸ô151~200¸¹,91.2,,¤@¯ë¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0880514,176.07,4,2,3,¦³,µL,2500000,14199,,0.0,0
¥x¦è¶m,¤g¦a,¥ú©ú¬q501~550¦a¸¹,1875.42,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10210,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,980000,523,,0.0,0
¤¸ªø¶m,¤g¦a,ªFÉÜ¬q201~250¦a¸¹,200.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10210,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,420000,2100,,0.0,0
¥_´äÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¥_´äÂí¥Á¬F¸ô54«Ñ1~50¸¹,91.0,¦í,,,10211,¤g¦a2«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0620812,108.76,3,1,2,¦³,µL,2300000,21147,,0.0,0
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂí¤jÉÜ¸ô101~150¸¹,9175.0,¹A,,,10210,¤g¦a4«Øª«19¨®¦ì0,¥þ,001,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,0830901,5470.89,9,2,6,¦³,µL,42000000,7677,,0.0,0
ªê§ÀÂí,¤g¦a,¿»Á¦¬q101~150¦a¸¹,469.28,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10205,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,6293573,13411,,0.0,0
¤æ«nÂí,¤g¦a,ÂÂªÀ¬q401~450¦a¸¹,1764.0,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,10210,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,16008300,9075,,0.0,0
¦èÁ³Âí,¤g¦a,º~«n¬q551~600¦a¸¹,2555.98,¦í,,,10210,¤g¦a5«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,31386738,12280,,0.0,0
¤æ«nÂí,¤g¦a,¥ÐÀY¬q­««Ø¤p¬q401~450¦a¸¹,146.08,¦í,,,10211,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2100000,14376,,0.0,0
¥j§|¶m,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¥j§|¶m¤å²W¸ô101~150¸¹,88.0,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840505,193.76,5,2,5,¦³,µL,3500000,18064,,0.0,0
¥j§|¶m,¤g¦a,¥Ã¥ú¬q601~650¦a¸¹,58.22,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,352200,6049,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥««O¤ô¸ô33«Ñ51~100¸¹,125.12,¤u,,,10110,¤g¦a2«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020418,215.18,5,2,4,¦³,µL,6290000,29231,,0.0,0
Ûl®ä¶m,¤g¦a,´ò¤l¤º¬q301~350¦a¸¹,2942.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,882600,300,,0.0,0
Ûl®ä¶m,¤g¦a,´ò¤l¤º¬q301~350¦a¸¹,8592.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a5«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4380000,510,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«©ú¼w¥_¸ô¤T¬q351«Ñ1~50¸¹,154.45,¤u,,,10211,¤g¦a2«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0950906,235.28,4,3,4,¦³,µL,7200000,30602,,0.0,0
¤f´ò¶m,¤g¦a,¤U±[¬q2601~2650¦a¸¹,4200.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2730000,650,,0.0,0
¤f´ò¶m,¤g¦a,¤U±[¬q2601~2650¦a¸¹,1524.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,990600,650,,0.0,0
¤f´ò¶m,¤g¦a,¤U±[¬q2601~2650¦a¸¹,4074.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2648100,650,,0.0,0
¤ôªL¶m,¤g¦a,¿»Á¦¬q1251~1300¦a¸¹,2347.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1408200,600,,0.0,0
¤g®wÂí,¤g¦a,¤jÓy¬q1051~1100¦a¸¹,1114.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,960000,862,,0.0,0
ªê§ÀÂí,¤g¦a,¹L·Ë¤l¬q301~350¦a¸¹,103.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1500000,14563,,0.0,0
¤g®wÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤g®wÂí¥Û¼q¨½¤å¤¯µó51~100¸¹,130.0,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020626,172.53,5,2,4,¦³,µL,5600000,32458,,0.0,0
¤æ«nÂí,¤g¦a,¤­¶¡­í¬q451~500¦a¸¹,2845.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,8900000,3128,,0.0,0
¤j°ñ¶m,¤g¦a,¥Ð¤lªL¬q251~300¦a¸¹,68.67,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10211,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,180000,2621,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¤¤¥¿¸ô151~200¸¹,32.0,¨ä¥L,,,10210,¤g¦a1«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0700210,97.21,2,1,2,¦³,µL,920000,9464,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¤»¦Xµó1~50¸¹,18.82,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤K¼h,008,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0831118,108.71,3,2,2,¦³,µL,2380000,21893,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¤T¥­¨½§»ºÖ¸ô1~50¸¹,92.55,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020812,199.81,5,2,3,¦³,µL,8570000,42891,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¤T¥­¨½§»ºÖ¸ô1~50¸¹,93.17,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020812,199.81,5,2,3,¦³,µL,8500000,42540,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¤T¥­¨½§»ºÖ¸ô1~50¸¹,92.07,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020812,199.78,5,2,3,¦³,µL,8550000,42797,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¤T¥­¨½§»ºÖ¸ô1~50¸¹,93.3,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020812,199.81,5,2,3,¦³,µL,8300000,41539,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¤T¥­¨½§»ºÖ¸ô1~50¸¹,161.85,¦í,,,10211,¤g¦a2«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020812,159.09,5,1,3,¦³,µL,7300000,45886,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¤æ¤u¤G¸ô51~100¸¹,1442.62,,¤u·~°Ï,¤BºØ«Ø¿v¥Î¦a,10211,¤g¦a1«Øª«2¨®¦ì0,¤@¼h,001,¼t¿ì,¤u·~¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,0860826,668.91,9,3,6,¦³,µL,21000000,31394,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«Âí¥_¸ô301~350¸¹,95.05,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1000315,163.48,4,2,3,¦³,µL,7700000,47101,,0.0,0
¥j§|¶m,¤g¦a,°ª­íªL¤lÀY¬q251~300¦a¸¹,9.0,,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,54450,6050,,0.0,0
¤æ¤»¥«,¤g¦a,¤æ¤»¬q1~50¦a¸¹,149.0,°Ó,,,10211,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,20700000,138926,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«Às¼æ¨½©¾§µ¸ô151~200¸¹,19.4,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,007,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0841120,94.84,3,2,2,¦³,¦³,3500000,36904,,0.0,0
Ûl®ä¶m,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤Ûl®ä¶m·Ë¬ü¸ô1~50¸¹,2926.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a2«Øª«1¨®¦ì0,¤@¼h,001,¹AªÙ,¹AªÙ,¨£¨ä¥Lµn°O¨Æ¶µ,0871218,205.5,3,1,1,¦³,µL,9800000,,,0.0,0
¥j§|¶m,¤g¦a,¤ô¸P¦è¬q151~200¦a¸¹,175.0,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,10210,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,400000,2286,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¤æ¤»¤G¸ô101~150¸¹,115.48,¦í,,,10104,¤g¦a3«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020705,214.02,4,2,4,¦³,µL,7200000,33642,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¤æ¤»¤G¸ô101~150¸¹,115.48,¦í,,,10104,¤g¦a4«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020705,217.1,4,2,4,¦³,µL,7200000,33164,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«Âí¥_¸ô702«Ñ301~350¸¹,77.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,002,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0700328,100.05,3,2,2,¦³,µL,2600000,25987,,0.0,0
¤æ¤»¥«,¤g¦a,¤j¼æ¬q¤j¼æ¤p¬q401~450¦a¸¹,4613.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,29000000,6287,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥««Oªø¸ô1~50¸¹,119.84,¤u,,,10211,¤g¦a2«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0970428,206.16,5,2,3,¦³,¦³,7150000,34682,,0.0,0
¥j§|¶m,¤g¦a,ªF©M¬q601~650¦a¸¹,1257.76,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,648386,516,,0.0,0
¤æ¤»¥«,¤g¦a,¹ÅªF¬q201~250¦a¸¹,118.99,¦í,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2000000,16808,,0.0,0
¤æ¤»¥«,¤g¦a,¹ÅªF¬q201~250¦a¸¹,119.01,¦í,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1700000,14285,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¤æ¤»¤G¸ô101~150¸¹,153.57,¦í,,,10012,¤g¦a2«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020705,271.21,5,2,4,¦³,µL,10500000,38715,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¤æ¤»¤G¸ô101~150¸¹,115.48,¦í,,,10207,¤g¦a3«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020705,198.49,4,1,4,¦³,µL,7880000,39700,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¤æ¤»¤G¸ô101~150¸¹,166.16,¦í,,,10101,¤g¦a3«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020705,276.74,5,2,4,¦³,µL,11500000,41555,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¤æ¤»¤G¸ô101~150¸¹,115.48,¦í,,,10104,¤g¦a3«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020705,213.49,4,2,4,¦³,µL,7200000,33725,,0.0,0
ªL¤º¶m,¤g¦a,³»ÉÜ¬q801~850¦a¸¹,7670.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,15000000,1956,,0.0,0
¥j§|¶m,¤g¦a,ªF©M¬q601~650¦a¸¹,1250.66,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,644722,516,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«Âí«n¨½ªZ³®µó51~100¸¹,30.63,¦í,,,10210,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,006,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0811101,104.75,4,2,2,¦³,µL,3100000,29594,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¤æ¤»¤G¸ô101~150¸¹,115.48,¦í,,,10102,¤g¦a4«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020705,211.64,4,2,4,¦³,µL,7100000,33548,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¤T¥­¨½§»ºÖ¸ô1~50¸¹,92.78,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020812,199.81,5,2,3,¦³,µL,8280000,41439,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«ºaÅA¸ô301~350¸¹,71.0,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,001,³z¤Ñ­í,¦í®a¥Î,¿j³y,0651201,54.5,0,0,0,µL,µL,1830000,33578,,0.0,0
¤æ«nÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ«nÂíºÖ´¼¸ô50«Ñ2§Ë1~50¸¹,261.0,¤u,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,002,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1010820,262.07,5,2,5,¦³,µL,7000000,26710,,0.0,0
¦èÁ³Âí,¤g¦a,³»Ùõ¬q851~900¦a¸¹,1513.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4160750,2750,,0.0,0
±[­I¶m,¤g¦a,¶¶¤Ñ¬q601~650¦a¸¹,28.64,¦í,,,10210,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,800000,27933,,0.0,0
±[­I¶m,¤g¦a,¶¶¤Ñ¬q1151~1200¦a¸¹,184.6,¦í,,,10211,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2233600,12100,,0.0,0
¦èÁ³Âí,¤g¦a,¥«¥JÀY¬q51~100¦a¸¹,173.74,¦í,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2606100,15000,,0.0,0
¤g®wÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤g®wÂí¥Û¼q¨½¤å¼wµó51~100¸¹,99.88,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020701,219.01,4,2,3,¦³,µL,5000000,22830,,0.0,0
¤g®wÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤g®wÂí«á®H¸ô1~50¸¹,103.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840128,174.1,3,1,3,¦³,µL,2100000,12062,,0.0,0
ªê§ÀÂí,¤g¦a,³Õ·R¬q351~400¦a¸¹,95.39,¦í,,,10210,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2360000,24741,,0.0,0
ªê§ÀÂí,¤g¦a,·s¦N¬q401~450¦a¸¹,72.86,¦í,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2204166,30252,,0.0,0
¥x¦è¶m,¤g¦a,´¶¥O­í¬q1701~1750¦a¸¹,2021.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1050000,520,,0.0,0
¥|´ò¶m,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¥|´ò¶mª÷¤s¸ô18«Ñ10§Ë1~50¸¹,93.0,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840515,272.37,5,1,3,¦³,µL,1500000,5507,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¥Ã±d¸ô1~50¸¹,9.82,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,007,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840301,55.67,1,1,1,¦³,¦³,1680000,30178,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«©¾§µ¨½¥Ã±dµó1~50¸¹,8.69,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,007,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840301,37.14,1,1,1,¦³,µL,950000,25579,,0.0,0
¤æ«nÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ«nÂí«Ø°ê¤@¸ô101~150¸¹,144.0,¦í,,,10111,¤g¦a1«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0841117,262.81,0,0,0,µL,µL,5000000,19025,,0.0,0
¦èÁ³Âí,¤g¦a,º~«n¬q551~600¦a¸¹,318.97,¹A,,,10210,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3859537,12100,,0.0,0
¦èÁ³Âí,¤g¦a,º~«n¬q551~600¦a¸¹,318.97,¹A,,,10210,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3859537,12100,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¥Ûºh¸ô369«Ñ101~150¸¹,35.54,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,10211,¤g¦a1«Øª«1¨®¦ì0,¤E¼h,010,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0971101,123.79,3,1,2,¦³,µL,2880000,23265,,0.0,0
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂí¤¤·Ë1~50¸¹,97.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020905,196.75,4,2,3,¦³,µL,5980000,30394,,0.0,0
¤æ¤»¥«,¤g¦a,ªLÀY¬q1201~1250¦a¸¹,1516.41,¦í,,,10211,¤g¦a4«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,48800000,32181,,0.0,0
